smyth-id,citation,author,work,loc
s2014,Hom. Od. 7.311,H.,Od.,7.311
s2014,Xen. Hunt. 6.11,X.,Ven., 6.11
s2014,Hdt. 5.105,Hdt.,, 5.105
s2014,Aesch. Seven 253,A.,Sept., 253
s2014,Aesch. Lib. 18,A.,Ch., 18
s2015,Aesch. Eum. 837,A.,Eum., 837
s2015,Aristoph. Wasps 835,Ar.,Vesp., 835
s2017,Isaeus 2.29,Is.,, 2.29
s2017,Aeschin. 3.37,Aes.,, 3.37
s2017,Andoc. 1.57,And.,, 1.57
s2017,Dem. 4.48,D.,, 4.48
s2017,Xen. Hell. 6.3.7,X.,H., 6.3.7
s2017,Lys. 7.19,L.,, 7.19
s2017,Xen. Anab. 7.1.5,X.,A., 7.1.5
s2022,Xen. Mem. 3.9.6,X.,M., 3.9.6
s2022,Xen. Anab. 2.1.11,X.,A., 2.1.11
s2022,Xen. Cyrop. 1.3.5,X.,C., 1.3.5
s2022,Xen. Anab. 4.1.21,X.,A., 4.1.21
s2022,Lys. 12.49,L.,, 12.49
s2022,Xen. Cyrop. 7.1.18,X.,C., 7.1.18
s2025,Hom. Od. 20.52,H.,Od.,20.52
s2030,Dem. 19.269,D.,, 19.269
s2031,,Men.,Sent., 387
s2031,Thuc. 1.41,T.,, 1.41
s2032,Thuc. 3.12,T.,, 3.12
s2032,Dem. 8.45,D.,, 8.45
s2032,Xen. Mem. 4.3.1,X.,M., 4.3.1
s2032,Thuc. 2.32,T.,, 2.32
s2032,Xen. Hell. 3.4.12,X.,H., 3.4.12
s2032,Plat. Phaedo 117e,P.,Ph., 117e
s2032,Xen. Cyrop. 1.5.13,X.,C., 1.5.13
s2032,Thuc. 4.34,T.,, 4.34
s2032,Thuc. 7.84,T.,, 7.84
s2032,Dem. 18.107,D.,, 18.107
s2033,Soph. Aj. 553,S.,Aj., 553
s2033,Thuc. 1.34,T.,, 1.34
s2033,Aesch. Ag. 252,A.,Ag., 252
s2033,Dem. 19.229,D.,, 19.229
s2033,Dem. 8.11,D.,, 8.11
s2033,Plat. Phaedo 71c,P.,Ph., 71c
s2033,Xen. Apol. 14,X.,Ap., 14
s2033,Plat. Rep. 468e,P.,R., 468e
s2034,Soph. El. 1030,S.,El., 1030
s2034,Soph. Ant. 235,S.,Ant., 235
s2034,Soph. Ant. 535,S.,Ant., 535
s2034,Xen. Cyrop. 1.4.21,X.,C., 1.4.21
s2034,Xen. Cyrop. 5.1.25,X.,C., 5.1.25
s2034,Thuc. 6.17,T.,, 6.17
s2034,Soph. OC 47,S.,O. C., 47
s2034,Plat. Soph. 247b,P.,Soph., 247b
s2034,Soph. OC 442,S.,O. C., 442
s2034,Plat. Lysis 205a,P.,Lys., 205a
s2034,Soph. Phil. 118,S.,Ph., 118
s2034,Xen. Ec. 9.12,X.,O., 9.12
s2034,Soph. Ant. 1105,S.,Ant., 1105
s2034,Soph. Phil. 620,S.,Ph., 620
s2034,Plat. Sym. 174a,P.,S., 174a
s2034,Xen. Mem. 1.2.1,X.,M., 1.2.1
s2034,Thuc. 1.41,T.,, 1.41
s2034,Xen. Cyrop. 8.1.3,X.,C., 8.1.3
s2034,Plat. Gorg. 509c,P.,G., 509c
s2034,Plat. Apol. 28d,P.,A., 28d
s2035,Xen. Hiero 7.3,X.,Hi., 7.3
s2035,Plat. Gorg. 483c,P.,G., 483c
s2035,Xen. Cyrop. 8.7.25,X.,C., 8.7.25
s2036,Xen. Cyrop. 2.2.3,X.,C., 2.2.3
s2037,Dem. 1.10,D.,, 1.10
s2037,Xen. Mem. 2.1.8,X.,M., 2.1.8
s2044,Xen. Anab. 4.5.24,X.,A., 4.5.24
s2044,Xen. Mem. 3.1.6,X.,M., 3.1.6
s2044,Soph. Ant. 460,S.,Ant., 460
s2048,Thuc. 1.77,T.,, 1.77
s2048,Xen. Anab. 4.5.11,X.,A., 4.5.11
s2049,Dem. 18.176,D.,, 18.176
s2049,Aeschin. 3.86,Aes.,, 3.86
s2049,Thuc. 3.88,T.,, 3.88
s2050,Xen. Anab. 1.7.4,X.,A., 1.7.4
s2050,Thuc. 8.68,T.,, 8.68
s2050,Dem. 18.62,D.,, 18.62
s2050,Xen. Anab. 2.4.5,X.,A., 2.4.5
s2051,Dem. 18.28,D.,, 18.28
s2052,,Men.,Sent., 437
s2052,Xen. Cyrop. 3.1.2,X.,C., 3.1.2
s2052,Xen. Anab. 2.3.23,X.,A., 2.3.23
s2053,Thuc. 3.20,T.,, 3.20
s2053,Xen. Anab. 7.7.12,X.,A., 7.7.12
s2053,Xen. Cyrop. 4.5.21,X.,C., 4.5.21
s2053,Thuc. 2.2,T.,, 2.2
s2053,Aristoph. Cl. 1241,Ar.,Nub., 1241
s2056,Xen. Anab. 4.2.7,X.,A., 4.2.7
s2056,Thuc. 1.29,T.,, 1.29
s2058,Xen. Anab. 1.2.22,X.,A., 1.2.22
s2059,Xen. Cyrop. 8.5.28,X.,C., 8.5.28
s2061,Xen. Anab. 4.4.19,X.,A., 4.4.19
s2061,Thuc. 4.64,T.,, 4.64
s2061,Xen. Anab. 4.5.16,X.,A., 4.5.16
s2062,Aristoph. Pl. 1102,Ar.,Plut., 1102
s2062,Plat. Gorg. 490e,P.,G., 490e
s2062,Aristoph. Cl. 181,Ar.,Nub., 181
s2062,Thuc. 1.65,T.,, 1.65
s2062,Aeschin. 3.232,Aes.,, 3.232
s2062,Xen. Mem. 4.4.4,X.,M., 4.4.4
s2062,Xen. Anab. 1.2.16,X.,A., 1.2.16
s2062,Xen. Ec. 16.2,X.,O., 16.2
s2063,Xen. Cyrop. 3.2.25,X.,C., 3.2.25
s2063,,Men.,Sent., 333
s2064,Hom. Il. 11.313,H.,Il.,11.313
s2064,Xen. Anab. 1.1.4,X.,A., 1.1.4
s2064,Xen. Mem. 1.2.22,X.,M., 1.2.22
s2064,Xen. Hell. 1.7.26,X.,H., 1.7.26
s2064,Dem. 45.38,D.,, 45.38
s2065,Xen. Hell. 2.4.37,X.,H., 2.4.37
s2065,Xen. Hell. 7.1.39,X.,H., 7.1.39
s2065,Thuc. 1.29,T.,, 1.29
s2066,Plat. Lach. 197c,P.,Lach., 197c
s2066,Eur. El. 551,E.,El., 551
s2067,Aristoph. Birds 1390,Ar.,Av., 1390
s2068,Xen. Anab. 1.1.7,X.,A., 1.1.7
s2068,Thuc. 4.30,T.,, 4.30
s2068,Xen. Anab. 1.1.11,X.,A., 1.1.11
s2068,Soph. Aj. 854,S.,Aj., 854
s2070,Xen. Anab. 1.2.22,X.,A., 1.2.22
s2070,Dem. 9.76,D.,, 9.76
s2070,Xen. Anab. 1.3.10,X.,A., 1.3.10
s2070,Xen. Anab. 3.3.1,X.,A., 3.3.1
s2070,Thuc. 1.98,T.,, 1.98
s2070,Isoc. 9.56,I.,, 9.56
s2070,Xen. Ec. 4.2,X.,O., 4.2
s2071,Soph. Aj. 455,S.,Aj., 455
s2072,Plat. Rep. 381c,P.,R., 381c
s2072,Thuc. 1.116,T.,, 1.116
s2072,Xen. Anab. 3.1.40,X.,A., 3.1.40
s2072,Xen. Hell. 1.1.16,X.,H., 1.1.16
s2072,Dem. 24.12,D.,, 24.12
s2072,Xen. Cyrop. 3.3.54,X.,C., 3.3.54
s2072,Xen. Cyrop. 3.1.9,X.,C., 3.1.9
s2072,Xen. Anab. 5.4.16,X.,A., 5.4.16
s2073,Thuc. 3.13,T.,, 3.13
s2073,Thuc. 1.114,T.,, 1.114
s2073,Thuc. 5.56,T.,, 5.56
s2074,Plat. Sym. 173a,P.,S., 173a
s2074,Xen. Mem. 3.1.3,X.,M., 3.1.3
s2074,Xen. Anab. 1.4.8,X.,A., 1.4.8
s2076,Xen. Cyrop. 5.1.13,X.,C., 5.1.13
s2076,Plat. Crito 46a,P.,Cr., 46a
s2076,Dem. 50.12,D.,, 50.12
s2076,Aristoph. Lys. 13,Ar.,Lys., 13
s2076,Lys. 31.32,L.,, 31.32
s2076,Plat. Apol. 24d,P.,A., 24d
s2076,Plat. Prot. 358d,P.,Pr., 358d
s2076,Thuc. 5.14,T.,, 5.14
s2077,Isaeus 1.22,Is.,, 1.22
s2077,Eur. Orest. 30,E.,Or., 30
s2078,Thuc. 4.125,T.,, 4.125
s2078,Isoc. 5.12,I.,, 5.12
s2078,Xen. Hell. 1.7.30,X.,H., 1.7.30
s2078,Xen. Mem. 1.3.2,X.,M., 1.3.2
s2078,Andoc. 1.81,And.,, 1.81
s2078,Xen. Sym. 1,X.,S., 1
s2078,Xen. Anab. 4.1.13,X.,A., 4.1.13
s2080,Andoc. 1.9,And.,, 1.9
s2080,Lys. 2.79,L.,, 2.79
s2081,Xen. Anab. 3.1.47,X.,A., 3.1.47
s2081,Thuc. 4.43,T.,, 4.43
s2081,Dem. 18.169,D.,, 18.169
s2081,Plat. Apol. 40b,P.,A., 40b
s2082,Xen. Cyrop. 5.1.26,X.,C., 5.1.26
s2082,Aesch. Seven 712,A.,Sept., 712
s2083,Xen. Cyrop. 4.5.32,X.,C., 4.5.32
s2083,Thuc. 4.39,T.,, 4.39
s2083,Xen. Cyrop. 2.2.16,X.,C., 2.2.16
s2084,Thuc. 1.54,T.,, 1.54
s2085,Xen. Hell. 5.4.39,X.,H., 5.4.39
s2085,Xen. Cyrop. 1.3.3,X.,C., 1.3.3
s2085,Plat. Charm. 153a,P.,Charm., 153a
s2086,Xen. Anab. 4.2.5,X.,A., 4.2.5
s2086,Thuc. 2.7,T.,, 2.7
s2086,Xen. Anab. 1.1.3,X.,A., 1.1.3
s2086,Xen. Mem. 3.5.20,X.,M., 3.5.20
s2086,Xen. Anab. 1.3.8,X.,A., 1.3.8
s2086,Xen. Hell. 2.3.21,X.,H., 2.3.21
s2087,Xen. Anab. 3.1.3,X.,A., 3.1.3
s2087,Hom. Il. 24.328,H.,Il.,24.328
s2089,Plat. Rep. 414c,P.,R., 414c
s2089,Xen. Anab. 6.3.22,X.,A., 6.3.22
s2089,Dem. 6.18,D.,, 6.18
s2089,Isoc. 15.321,I.,, 15.321
s2089,Andoc. 4.14,And.,, 4.14
s2089,Xen. Hell. 7.1.12,X.,H., 7.1.12
s2089,Dem. 22.29,D.,, 22.29
s2089,Eur. Med. 350,E.,Med., 350
s2089,Xen. Mem. 1.7.2,X.,M., 1.7.2
s2089,Dem. 18.136,D.,, 18.136
s2089,Thuc. 7.47,T.,, 7.47
s2089,Dem. 18.102,D.,, 18.102
s2089,Xen. Anab. 3.1.19,X.,A., 3.1.19
s2089,Xen. Anab. 2.1.13,X.,A., 2.1.13
s2091,Dem. 18.228,D.,, 18.228
s2091,Plat. Phileb. 39c,P.,Phil., 39c
s2091,Dem. 19.75,D.,, 19.75
s2091,Xen. Anab. 2.6.7,X.,A., 2.6.7
s2091,Dem. 19.53,D.,, 19.53
s2091,Dem. 21.104,D.,, 21.104
s2092,Lys. 23.9,L.,, 23.9
s2096,Dem. 6.27,D.,, 6.27
s2096,Xen. Cyrop. 3.3.18,X.,C., 3.3.18
s2096,Thuc. 3.25,T.,, 3.25
s2096,Xen. Mem. 2.3.11,X.,M., 2.3.11
s2096,Isoc. 4.79,I.,, 4.79
s2096,Isoc. 4.86,I.,, 4.86
s2096,Xen. Anab. 3.4.49,X.,A., 3.4.49
s2096,Xen. Horse. 5.10,X.,Eq., 5.10
s2096,Xen. Hell. 1.3.22,X.,H., 1.3.22
s2096,Plat. Rep. 457e,P.,R., 457e
s2096,Thuc. 2.2,T.,, 2.2
s2096,Hdt. 1.44,Hdt.,, 1.44
s2096,Plat. Euthyd. 272e,P.,Eu., 272e
s2096,Lys. 12.27,L.,, 12.27
s2096,Xen. Anab. 3.2.10,X.,A., 3.2.10
s2096,Isoc. 4.103,I.,, 4.103
s2096,Dem. 52.5,D.,, 52.5
s2096,Xen. Anab. 1.1.2,X.,A., 1.1.2
s2097,Xen. Mem. 4.7.7,X.,M., 4.7.7
s2097,Isoc. 19.27,I.,, 19.27
s2097,Xen. Anab. 1.5.6,X.,A., 1.5.6
s2097,Xen. Cyrop. 1.2.6,X.,C., 1.2.6
s2097,Xen. Cyrop. 5.4.35,X.,C., 5.4.35
s2098,Xen. Cyrop. 6.2.18,X.,C., 6.2.18
s2098,Xen. Hell. 6.5.49,X.,H., 6.5.49
s2098,Hdt. 5.89,Hdt.,, 5.89
s2098,Lys. 13.8,L.,, 13.8
s2098,Dem. 41.1,D.,, 41.1
s2098,Xen. Anab. 5.1.2,X.,A., 5.1.2
s2098,Plat. Gorg. 470c,P.,G., 470c
s2098,Aeschin. 3.118,Aes.,, 3.118
s2098,Xen. Apol. 16,X.,Ap., 16
s2098,Eur. Hipp. 706,E.,Hipp., 706
s2098,Plat. Gorg. 523c,P.,G., 523c
s2098,Plat. Sym. 186b,P.,S., 186b
s2099,Xen. Anab. 1.10.5,X.,A., 1.10.5
s2099,Dem. 50.12,D.,, 50.12
s2099,Soph. Phil. 414,S.,Ph., 414
s2100,Plat. Apol. 33c,P.,A., 33c
s2100,Plat. Apol. 38e,P.,A., 38e
s2100,Thuc. 4.27,T.,, 4.27
s2100,Plat. Rep. 328d,P.,R., 328d
s2100,Plat. Lach. 189a,P.,Lach., 189a
s2100,Isoc. 12.8,I.,, 12.8
s2100,Eur. Hipp. 1339,E.,Hipp., 1339
s2100,Thuc. 2.16,T.,, 2.16
s2100,Xen. Anab. 7.7.46,X.,A., 7.7.46
s2101,Plat. Rep. 338a,P.,R., 338a
s2101,Xen. Anab. 2.3.23,X.,A., 2.3.23
s2101,Thuc. 1.53,T.,, 1.53
s2101,Plat. Apol. 30c,P.,A., 30c
s2101,Lys. 28.8,L.,, 28.8
s2101,Plat. Phaedo 60c,P.,Ph., 60c
s2102,Hom. Od. 3.1,H.,Od.,3.1
s2102,Hdt. 9.91,Hdt.,, 9.91
s2103,Dem. 9.29,D.,, 9.29
s2103,Isoc. 12.11,I.,, 12.11
s2103,Isoc. 4.96,I.,, 4.96
s2104,Dem. 3.34,D.,, 3.34
s2104,Thuc. 1.100,T.,, 1.100
s2104,Aesch. Ag. 161,A.,Ag., 161
s2104,Thuc. 1.118,T.,, 1.118
s2106,Plat. Rep. 450a,P.,R., 450a
s2106,Xen. Anab. 2.3.19,X.,A., 2.3.19
s2106,Lys. 4.7,L.,, 4.7
s2106,Dem. 18.136,D.,, 18.136
s2106,Plat. Phaedo 107c,P.,Ph., 107c
s2106,Lys. 30.1,L.,, 30.1
s2106,Dem. 21.21,D.,, 21.21
s2106,Eur. Ba. 188,E.,Bacch., 188
s2106,Plat. Charm. 156a,P.,Charm., 156a
s2106,Xen. Cyrop. 1.6.6,X.,C., 1.6.6
s2106,Xen. Hell. 3.2.10,X.,H., 3.2.10
s2106,Dem. 1.15,D.,, 1.15
s2106,Xen. Anab. 6.6.17,X.,A., 6.6.17
s2106,Thuc. 2.13,T.,, 2.13
s2106,Xen. Anab. 1.10.16,X.,A., 1.10.16
s2107,Xen. Mem. 1.1.2,X.,M., 1.1.2
s2107,Xen. Cyrop. 2.2.3,X.,C., 2.2.3
s2107,Xen. Anab. 2.5.27,X.,A., 2.5.27
s2108,Antiph. 6.5,Ant.,, 6.5
s2108,Plat. Apol. 22c,P.,A., 22c
s2108,Plat. Apol. 34b,P.,A., 34b
s2108,Dem. 61.23,D.,, 61.23
s2112,Xen. Anab. 5.5.24,X.,A., 5.5.24
s2112,Thuc. 4.50,T.,, 4.50
s2112,Soph. El. 293,S.,El., 293
s2112,Xen. Anab. 1.4.5,X.,A., 1.4.5
s2112,Xen. Mem. 3.5.5,X.,M., 3.5.5
s2112,Hdt. 9.22,Hdt.,, 9.22
s2112,Thuc. 4.6,T.,, 4.6
s2112,Xen. Sym. 3,X.,S., 3
s2112,Xen. Mem. 2.2.1,X.,M., 2.2.1
s2112,Xen. Anab. 1.5.12,X.,A., 1.5.12
s2112,Xen. Cyrop. 1.4.8,X.,C., 1.4.8
s2113,Thuc. 2.6,T.,, 2.6
s2113,Dem. 19.332,D.,, 19.332
s2113,Plat. Rep. 389d,P.,R., 389d
s2113,Hdt. 1.5,Hdt.,, 1.5
s2114,Thuc. 7.33,T.,, 7.33
s2114,Thuc. 1.59,T.,, 1.59
s2115,Isoc. 9.9,I.,, 9.9
s2117,Thuc. 2.35,T.,, 2.35
s2117,Soph. Aj. 455,S.,Aj., 455
s2117,Soph. Ant. 44,S.,Ant., 44
s2117,Soph. OC 1588,S.,O. C., 1588
s2117,Thuc. 5.59,T.,, 5.59
s2117,Xen. Anab. 7.8.11,X.,A., 7.8.11
s2117,Plat. Rep. 568b,P.,R., 568b
s2117,Xen. Anab. 5.6.13,X.,A., 5.6.13
s2117,Xen. Cyrop. 3.2.25,X.,C., 3.2.25
s2118,Thuc. 5.64,T.,, 5.64
s2119,Thuc. 2.45,T.,, 2.45
s2119,Dem. 4.41,D.,, 4.41
s2119,Xen. Cyrop. 5.2.4,X.,C., 5.2.4
s2119,Aristoph. Eccl. 1141,Ar.,Eccl., 1141
s2119,Xen. Mem. 1.6.2,X.,M., 1.6.2
s2120,Soph. Phil. 253,S.,Ph., 253
s2120,Xen. Anab. 1.5.9,X.,A., 1.5.9
s2121,Thuc. 4.68,T.,, 4.68
s2121,Xen. Anab. 1.3.15,X.,A., 1.3.15
s2122,Xen. Anab. 2.1.21,X.,A., 2.1.21
s2122,Xen. Mem. 4.2.30,X.,M., 4.2.30
s2126,Plat. Apol. 22b,P.,A., 22b
s2126,Xen. Cyrop. 5.1.21,X.,C., 5.1.21
s2126,Dem. 18.121,D.,, 18.121
s2127,Hdt. 7.101,Hdt.,, 7.101
s2127,Plat. Gorg. 505c,P.,G., 505c
s2127,Aesch. PB 1000,A.,Pr., 1000
s2127,Hom. Od. 24.161,H.,Od.,24.161
s2127,Aesch. Ag. 1041,A.,Ag., 1041
s2127,Hdt. 7.139,Hdt.,, 7.139
s2127,Thuc. 1.77,T.,, 1.77
s2128,Xen. Cyrop. 8.8.2,X.,C., 8.8.2
s2128,Xen. Mem. 3.1.5,X.,M., 3.1.5
s2129,Xen. Anab. 1.9.17,X.,A., 1.9.17
s2129,Xen. Hell. 4.6.9,X.,H., 4.6.9
s2129,,Men.,Sent., 20
s2130,Xen. Anab. 2.3.14,X.,A., 2.3.14
s2132,Xen. Ec. 6.8,X.,O., 6.8
s2132,Lys. 31.34,L.,, 31.34
s2133,Xen. Hell. 6.3.8,X.,H., 6.3.8
s2133,Plat. Rep. 527d,P.,R., 527d
s2133,Xen. Apol. 29,X.,Ap., 29
s2133,Soph. Phil. 317,S.,Ph., 317
s2134,Plat. Rep. 563b,P.,R., 563b
s2135,Hdt. 1.125,Hdt.,, 1.125
s2135,Eur. Med. 196,E.,Med., 196
s2135,Hdt. 9.28,Hdt.,, 9.28
s2136,Xen. Anab. 3.2.25,X.,A., 3.2.25
s2136,Hdt. 3.1,Hdt.,, 3.1
s2137,Hdt. 4.125,Hdt.,, 4.125
s2137,Xen. Mem. 2.1.33,X.,M., 2.1.33
s2137,Soph. El. 628,S.,El., 628
s2138,Xen. Anab. 3.2.39,X.,A., 3.2.39
s2139,Xen. Anab. 5.7.25,X.,A., 5.7.25
s2139,Soph. Ant. 1094,S.,Ant., 1094
s2140,Thuc. 7.53,T.,, 7.53
s2140,Plat. Menex. 241b,P.,Menex., 241b
s2141,Thuc. 2.20,T.,, 2.20
s2142,Plat. Rep. 581d,P.,R., 581d
s2142,Hdt. 7.129,Hdt.,, 7.129
s2143,Xen. Sym. 1,X.,S., 1
s2144,Hdt. 5.15,Hdt.,, 5.15
s2147,Xen. Hell. 2.4.8,X.,H., 2.4.8
s2147,Thuc. 8.106,T.,, 8.106
s2147,Lys. 4.11,L.,, 4.11
s2147,Thuc. 1.109,T.,, 1.109
s2147,Thuc. 7.75,T.,, 7.75
s2147,Thuc. 2.86,T.,, 2.86
s2147,Xen. Anab. 5.2.4,X.,A., 5.2.4
s2147,Xen. Anab. 1.1.7,X.,A., 1.1.7
s2147,Dem. 18.98,D.,, 18.98
s2147,Hom. Il. 21.324,H.,Il.,21.324
s2147,Thuc. 3.34,T.,, 3.34
s2147,Thuc. 4.100,T.,, 4.100
s2147,Dem. 57.11,D.,, 57.11
s2147,Antiph. 6.1,Ant.,, 6.1
s2147,Lys. 12.92,L.,, 12.92
s2147,Dem. 18.27,D.,, 18.27
s2147,Aeschin. 3.94,Aes.,, 3.94
s2148,Thuc. 1.62,T.,, 1.62
s2148,Eur. Med. 814,E.,Med., 814
s2148,Dem. 23.143,D.,, 23.143
s2148,Thuc. 1.111,T.,, 1.111
s2148,Xen. Mem. 2.1.23,X.,M., 2.1.23
s2148,Hom. Il. 23.546,H.,Il.,23.546
s2148,Plat. Phaedo 74b,P.,Ph., 74b
s2148,Plat. Sym. 220c,P.,S., 220c
s2148,Soph. Ant. 259,S.,Ant., 259
s2148,Thuc. 4.23,T.,, 4.23
s2148,Thuc. 3.36,T.,, 3.36
s2148,Isoc. 4.108,I.,, 4.108
s2148,Plat. Laws 686d,P.,L., 686d
s2148,Xen. Hell. 4.1.24,X.,H., 4.1.24
s2150,Dem. 6.28,D.,, 6.28
s2151,Xen. Anab. 2.5.18,X.,A., 2.5.18
s2151,Xen. Mem. 2.6.27,X.,M., 2.6.27
s2151,Xen. Anab. 1.3.15,X.,A., 1.3.15
s2151,Xen. Anab. 2.4.6,X.,A., 2.4.6
s2151,Xen. Mem. 3.6.3,X.,M., 3.6.3
s2152,Thuc. 1.86,T.,, 1.86
s2152,Plat. Euthyph. 8c,P.,Euth., 8c
s2152,Xen. Hell. 3.2.18,X.,H., 3.2.18
s2152,Isoc. 6.91,I.,, 6.91
s2152,Eur. Hipp. 1182,E.,Hipp., 1182
s2152,Soph. Phil. 994,S.,Ph., 994
s2152,Dem. 1.17,D.,, 1.17
s2152,Xen. Mem. 2.1.28,X.,M., 2.1.28
s2152,Plat. Gorg. 507c,P.,G., 507c
s2162,Xen. Anab. 3.4.18,X.,A., 3.4.18
s2165,Dem. 25.63,D.,, 25.63
s2166,Dem. 19.76,D.,, 19.76
s2166,Plat. Sym. 197d,P.,S., 197d
s2166,Thuc. 7.71,T.,, 7.71
s2166,Xen. Hell. 4.3.19,X.,H., 4.3.19
s2166,Xen. Cyrop. 7.1.38,X.,C., 7.1.38
s2166,Xen. Anab. 7.1.21,X.,A., 7.1.21
s2167,Dem. 3.32,D.,, 3.32
s2167,Plat. Phaedo 91c,P.,Ph., 91c
s2167,Soph. Trach. 1082,S.,Tr., 1082
s2167,Xen. Anab. 3.2.33,X.,A., 3.2.33
s2167,Thuc. 2.50,T.,, 2.50
s2167,Dem. 24.106,D.,, 24.106
s2167,Plat. Rep. 557c,P.,R., 557c
s2167,Soph. Ant. 1334,S.,Ant., 1334
s2167,Plat. Gorg. 524d,P.,G., 524d
s2167,Soph. OC 741,S.,O. C., 741
s2167,Xen. Anab. 3.1.11,X.,A., 3.1.11
s2167,Xen. Anab. 1.3.20,X.,A., 1.3.20
s2167,Xen. Cyrop. 7.5.25,X.,C., 7.5.25
s2167,Lys. 12.100,L.,, 12.100
s2167,Aesch. Ag. 582,A.,Ag., 582
s2167,Xen. Anab. 3.2.19,X.,A., 3.2.19
s2169,Thuc. 1.143,T.,, 1.143
s2169,Xen. Hell. 7.1.28,X.,H., 7.1.28
s2169,Thuc. 1.50,T.,, 1.50
s2169,Xen. Anab. 2.1.7,X.,A., 2.1.7
s2170,Dem. 18.160,D.,, 18.160
s2171,Dem. 1.20,D.,, 1.20
s2172,Hom. Il. 10.185,H.,Il.,10.185
s2172,Hom. Od. 4.120,H.,Od.,4.120
s2172,Hom. Il. 1.218,H.,Il.,1.218
s2172,Thuc. 3.88,T.,, 3.88
s2179,Xen. Anab. 1.1.1,X.,A., 1.1.1
s2179,Dem. 28.21,D.,, 28.21
s2180,Xen. Anab. 2.3.4,X.,A., 2.3.4
s2181,Thuc. 7.15,T.,, 7.15
s2181,Plat. Sym. 189c,P.,S., 189c
s2181,Dem. 4.12,D.,, 4.12
s2182,Eur. Med. 37,E.,Med., 37
s2182,Xen. Anab. 1.8.21,X.,A., 1.8.21
s2182,Xen. Cyrop. 8.1.44,X.,C., 8.1.44
s2182,Thuc. 1.61,T.,, 1.61
s2182,Plat. Lach. 190d,P.,Lach., 190d
s2182,Hdt. 3.130,Hdt.,, 3.130
s2183,Isaeus 4.11,Is.,, 4.11
s2183,Plat. Rep. 600e,P.,R., 600e
s2184,Thuc. 6.20,T.,, 6.20
s2184,Dem. 4.51,D.,, 4.51
s2184,Xen. Anab. 2.3.29,X.,A., 2.3.29
s2185,Plat. Laws 959e,P.,L., 959e
s2185,Xen. Anab. 7.6.16,X.,A., 7.6.16
s2185,Plat. Crito 44d,P.,Cr., 44d
s2185,Dem. 50.67,D.,, 50.67
s2185,Isaeus 11.6,Is.,, 11.6
s2185,Dem. 24.44,D.,, 24.44
s2185,Aesch. PB 747,A.,Pr., 747
s2185,Antiph. 5.74,Ant.,, 5.74
s2185,Lys. 3.21,L.,, 3.21
s2185,Isoc. 4.19,I.,, 4.19
s2185,Plat. Crat. 396c,P.,Crat., 396c
s2185,Plat. Apol. 38b,P.,A., 38b
s2185,Xen. Anab. 7.6.23,X.,A., 7.6.23
s2186,Plat. Apol. 28d,P.,A., 28d
s2186,Xen. Anab. 1.3.17,X.,A., 1.3.17
s2186,Plat. Crito 45b,P.,Cr., 45b
s2186,Aesch. Eum. 297,A.,Eum., 297
s2186,Plat. Rep. 578e,P.,R., 578e
s2186,Xen. Cyrop. 5.5.30,X.,C., 5.5.30
s2186,Xen. Cyrop. 3.1.28,X.,C., 3.1.28
s2186,Xen. Anab. 3.2.36,X.,A., 3.2.36
s2186,Xen. Cyrop. 2.4.17,X.,C., 2.4.17
s2186,Eur. Ba. 1384,E.,Bacch., 1384
s2186,Soph. Phil. 961,S.,Ph., 961
s2186,Xen. Cyrop. 1.3.11,X.,C., 1.3.11
s2186,Xen. Mem. 2.1.18,X.,M., 2.1.18
s2186,Xen. Cyrop. 1.6.19,X.,C., 1.6.19
s2186,Aeschin. 3.7,Aes.,, 3.7
s2186,Eur. Hel. 435,E.,Hel., 435
s2186,Aristoph. Wasps 1431,Ar.,Vesp., 1431
s2186,Xen. Sym. 8,X.,S., 8
s2186,Xen. Mem. 4.6.7,X.,M., 4.6.7
s2186,Xen. Ec. 12.1,X.,O., 12.1
s2187,Xen. Anab. 1.9.28,X.,A., 1.9.28
s2187,Xen. Cyrop. 2.1.30,X.,C., 2.1.30
s2188,Dem. 4.39,D.,, 4.39
s2188,Dem. 18.47,D.,, 18.47
s2188,Dem. 22.22,D.,, 22.22
s2189,Xen. Anab. 2.3.6,X.,A., 2.3.6
s2189,Dem. 18.39,D.,, 18.39
s2189,Xen. Anab. 2.2.17,X.,A., 2.2.17
s2189,Antiph. 5.90,Ant.,, 5.90
s2193,Xen. Mem. 2.2.14,X.,M., 2.2.14
s2194,Hom. Il. 23.71,H.,Il.,23.71
s2194,Soph. Aj. 588,S.,Aj., 588
s2195,Thuc. 2.60,T.,, 2.60
s2196,Xen. Anab. 6.6.28,X.,A., 6.6.28
s2196,Xen. Mem. 3.2.3,X.,M., 3.2.3
s2196,Xen. Mem. 2.10.2,X.,M., 2.10.2
s2196,Xen. Cyrop. 1.4.7,X.,C., 1.4.7
s2196,Xen. Anab. 3.1.47,X.,A., 3.1.47
s2196,,Men.,Sent., 358
s2197,Xen. Anab. 1.4.18,X.,A., 1.4.18
s2197,Xen. Cyrop. 5.4.37,X.,C., 5.4.37
s2199,Thuc. 7.17,T.,, 7.17
s2200,Lys. 20.21,L.,, 20.21
s2201,Soph. El. 33,S.,El., 33
s2201,Xen. Anab. 2.5.16,X.,A., 2.5.16
s2201,Soph. OC 575,S.,O. C., 575
s2201,Xen. Cyrop. 5.2.21,X.,C., 5.2.21
